0,7277,47.6243455497,,,
1,1801,11.7866492147,,,
2,1082,7.0811518325,,,
3,784,5.1308900524,,,
4,682,4.4633507853,,,
5,538,3.5209424084,,,
6,496,3.2460732984,,,
7,428,2.8010471204,,,
8,353,2.3102094241,,,
9,310,2.0287958115,,,
10,228,1.4921465969,,,
11,196,1.2827225131,,,
,,,,,
12,138,0.9031413613,,,
13,126,0.8246073298,,,
14,112,0.7329842932,,,
15,94,0.6151832461,,,
16,88,0.5759162304,,,
17,75,0.4908376963,,,
18,64,0.4188481675,,,
19,52,0.3403141361,,,
20,41,0.2683246073,,,
21,34,0.222513089,,,
22,31,0.2028795812,,,
23,27,0.1767015707,,,
24,20,0.1308900524,,,
25,23,0.1505235602,,,
26,18,0.1178010471,,,
27,21,0.137434555,,,
28,13,0.085078534,,,
29,9,0.0589005236,,,0.0589005236
30,14,0.091623037,,,0.0916230366
31,9,,,,
32,9,,,,
33,7,,,,
34,10,,,,
35,4,,,,
36,3,,,,
37,5,,,,
38,7,,,,
39,3,,,,
40,6,,,,
41,5,,,,
42,9,,,,
43,2,,,,
44,1,,,,
45,2,,,,
46,2,,,,
47,2,,,,
48,2,,,,
49,0,,,,
50,3,,,,
51,0,,,,
52,1,,,,
53,2,,,,
54,1,,,,
55,2,,,,
56,0,,,,
57,0,,,,
58,2,,,,
59,0,,,,
60,1,,,,
61,1,,,,
62,0,,,,
63,0,,,,
64,1,,,,
65,0,,,,
66,0,,,,
67,1,,,,
68,0,,,,
69,0,,,,
70,0,,,,
71,0,,,,
72,0,,,,
73,1,,,,
74,0,,,,
75,1,,,,
76,0,,,,
77,0,,,,
78,0,,,,
79,0,,,,
80,0,,,,
81,0,,,,
82,0,,,,
83,0,,,,
84,0,,,,
85,0,,,,
86,0,,,,
87,0,,,,
88,0,,,,
89,0,,,,
90,0,,,,
91,0,,,,
92,0,,,,
93,0,,,,
94,0,,,,
95,0,,,,
96,0,,,,
97,0,,,,
98,0,,,,
99,0,,,,
100,0,,,,
101,0,,,,
102,0,,,,
103,0,,,,
104,0,,,,
105,0,,,,
106,0,,,,
107,0,,,,
108,0,,,,
109,0,,,,
110,0,,,,
111,0,,,,
112,0,,,,
113,0,,,,
114,0,,,,
115,0,,,,
116,0,,,,
117,0,,,,
118,0,,,,
119,0,,,,
120,0,,,,
121,0,,,,
,15280,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,0.0009162304
