0,13397,29.9494768846,,,
1,12982,29.0217294107,,,
2,3930,8.7856568005,,,
3,1969,4.4017705446,,,
4,1227,2.7430027721,,,44732
5,895,2.000804793,,,
6,653,1.4598050613,,,
7,488,1.0909416078,,,
,,,,,
8,380,0.849503711,,,
9,302,0.6751318966,,,
10,265,0.5924170616,,,
11,233,0.520879907,,,
12,238,0.5320575874,,,
13,174,0.3889832782,,,
14,182,0.4068675668,,,
15,144,0.3219171957,,,
16,133,0.2973262988,,,
17,134,0.2995618349,,,
18,113,0.2526155772,,,
19,99,0.2213180721,,,
20,89,0.1989627113,,,
21,109,0.2436734329,,,
22,87,0.1944916391,,,
23,73,0.163194134,,,
24,76,0.1699007422,,,
25,76,0.1699007422,,,
26,56,0.1251900206,,,
27,67,0.1497809175,,,
28,75,0.1676652061,,,
29,52,0.1162478762,,,
30,54,0.1207189484,,,
31,51,,,,
32,44,,,,
33,65,,,,
34,44,,,,
35,43,,,,
36,43,,,,
37,49,,,,
38,38,,,,
39,31,,,,
40,31,,,,
41,39,,,,
42,31,,,,
43,23,,,,
44,28,,,,
45,36,,,,
46,21,,,,
47,29,,,,
48,27,,,,
49,26,,,,
50,30,,,,
51,27,,,,
52,28,,,,
53,33,,,,
54,23,,,,
55,27,,,,
56,29,,,,
57,21,,,,
58,28,,,,
59,23,,,,
60,17,,,,
61,14,,,,
62,28,,,,
63,17,,,,
64,15,,,,
65,16,,,,
66,17,,,,
67,10,,,,
68,13,,,,
69,21,,,,
70,12,,,,
71,18,,,,
72,16,,,,
73,11,,,,
74,17,,,,
75,22,,,,
76,24,,,,
77,11,,,,
78,11,,,,
79,8,,,,
80,18,,,,
81,14,,,,
82,14,,,,
83,12,,,,
84,14,,,,
85,14,,,,
86,12,,,,
87,13,,,,
88,13,,,,
89,7,,,,
90,15,,,,
91,17,,,,
92,8,,,,
93,15,,,,
94,9,,,,
95,15,,,,
96,11,,,,
97,16,,,,
98,17,,,,
99,12,,,,
100,8,,,,
101,14,,,,
102,12,,,,
103,14,,,,
104,10,,,,
105,10,,,,
106,7,,,,
107,11,,,,
108,7,,,,
109,8,,,,
110,11,,,,
111,11,,,,
112,10,,,,
113,12,,,,
