0,7325,21.7921637462
1,8129,24.1840954393
2,3058,9.0976705441
3,1691,5.030791658
4,1124,3.3439443073
5,838,2.4930830334
6,598,1.7790735727
7,489,1.454794276
8,454,1.3506678963
9,353,1.050188915
,,
10,321,0.9549876536
11,241,0.7169845
12,213,0.6336833963
13,206,0.6128581204
14,225,0.6693838693
15,153,0.4551810311
16,146,0.4343557552
17,157,0.4670811888
18,116,0.3451045726
19,139,0.4135304793
20,106,0.3153541784
21,113,0.3361794544
22,89,0.2647785083
23,102,0.3034540208
24,109,0.3242792967
25,98,0.2915538631
26,78,0.2320530747
27,78,0.2320530747
28,61,0.1814774046
29,68,0.2023026805
30,67,0.1993276411
31,72,
32,64,
33,75,
34,59,
35,62,
36,61,
37,49,
38,47,
39,49,
40,47,
41,50,
42,42,
43,48,
44,53,
45,41,
46,38,
47,31,
48,46,
49,38,
50,43,
51,32,
52,34,
53,28,
54,33,
55,33,
56,24,
57,29,
58,29,
59,23,
60,24,
61,37,
62,28,
63,24,
64,21,
65,26,
66,25,
67,28,
68,22,
69,27,
70,13,
71,23,
72,21,
73,18,
74,20,
75,27,
76,20,
77,26,
78,25,
79,27,
80,27,
81,13,
82,21,
83,21,
84,16,
85,19,
86,12,
87,15,
88,19,
89,12,
90,21,
91,15,
92,12,
93,13,
94,23,
95,19,
96,16,
97,16,
98,18,
99,21,
100,17,
101,26,
102,11,
103,19,
104,10,
105,18,
106,17,
107,15,
108,18,
109,11,
110,10,
111,5,
112,13,
113,7,
114,21,
115,17,
116,8,
117,10,
118,7,
119,12,
120,14,
121,11,
122,11,
123,12,
124,18,
125,19,
126,15,
127,12,
128,6,
129,12,
130,9,
131,9,
132,14,
133,14,
134,8,
135,9,
136,7,
137,10,
138,14,
139,13,
140,11,
141,7,
142,12,
143,7,
144,15,
145,9,
146,10,
147,8,
148,13,
149,7,
150,11,
151,16,
152,12,
153,10,
154,9,
155,11,
156,7,
157,10,
158,11,
159,6,
160,11,
161,5,
162,6,
163,11,
164,9,
165,5,
166,6,
167,8,
168,8,
169,11,
170,4,
171,5,
172,9,
173,6,
174,10,
175,7,
176,7,
177,7,
178,8,
179,10,
180,8,
181,9,
182,9,
183,10,
184,5,
185,3,
186,4,
187,11,
188,5,
189,4,
190,8,
191,9,
192,9,
193,7,
194,8,
195,10,
196,5,
197,4,
198,8,
199,6,
200,7,
201,6,
202,8,
203,10,
204,4,
205,7,
206,5,
207,5,
208,7,
209,4,
210,4,
211,7,
212,8,
213,4,
214,5,
215,4,
216,4,
217,6,
218,9,
219,8,
220,7,
221,8,
222,9,
223,9,
224,6,
225,0,
226,5,
227,5,
228,9,
229,6,
230,6,
231,3,
232,4,
233,2,
234,5,
235,4,
236,5,
237,5,
238,6,
239,7,
240,6,
241,2,
242,4,
243,2,
244,8,
245,3,
246,8,
247,4,
248,6,
249,9,
250,10,
251,2,
252,6,
253,5,
254,6,
255,2,
256,3,
257,1,
258,3,
259,5,
260,4,
261,4,
262,3,
263,0,
264,1,
265,3,
266,7,
267,3,
268,2,
269,5,
270,6,
271,6,
272,5,
273,3,
274,5,
275,5,
276,5,
277,4,
278,3,
279,4,
280,4,
281,7,
282,3,
283,6,
284,9,
285,4,
286,4,
287,4,
288,4,
289,4,
290,2,
291,5,
292,3,
293,3,
294,4,
295,4,
296,5,
297,3,
298,2,
299,3,
300,2,
301,4,
302,1,
303,3,
304,3,
305,3,
306,3,
307,3,
308,1,
309,3,
310,3,
311,3,
312,4,
313,2,
314,2,
315,5,
316,7,
317,3,
318,3,
319,2,
320,1,
321,2,
322,2,
323,2,
324,7,
325,1,
326,4,
327,3,
328,5,
329,2,
330,3,
331,0,
332,0,
333,4,
334,6,
335,4,
336,1,
337,3,
338,2,
339,4,
340,2,
341,3,
342,4,
343,1,
344,1,
345,4,
346,0,
347,3,
348,1,
349,5,
350,4,
351,1,
352,4,
353,7,
354,3,
355,4,
356,4,
357,4,
358,1,
359,7,
360,0,
361,2,
362,2,
363,1,
364,5,
365,5,
366,1,
367,1,
368,2,
369,2,
370,3,
371,0,
372,3,
373,2,
374,2,
375,1,
376,1,
377,4,
378,3,
379,4,
380,3,
381,5,
382,1,
383,1,
384,2,
385,1,
386,6,
387,3,
388,5,
389,2,
390,0,
391,4,
392,2,
393,2,
394,1,
395,1,
396,3,
397,2,
398,2,
399,1,
400,1,
401,3,
402,4,
403,1,
404,6,
405,3,
406,5,
407,3,
408,6,
409,0,
410,2,
411,3,
412,3,
413,14,
414,4,
415,1,
416,2,
417,3,
418,0,
419,0,
420,1,
421,3,
422,1,
423,2,
424,8,
425,3,
426,1,
427,3,
428,1,
429,2,
430,0,
431,1,
432,3,
433,2,
434,0,
435,5,
436,3,
437,1,
438,2,
439,2,
440,3,
441,2,
442,1,
443,2,
444,0,
445,1,
446,0,
447,0,
448,4,
449,1,
450,2,
451,2,
452,2,
453,4,
454,1,
455,3,
456,1,
457,1,
458,5,
459,3,
460,3,
461,4,
462,5,
463,6,
464,2,
465,1,
466,2,
467,1,
468,5,
469,2,
470,1,
471,3,
472,7,
473,3,
474,2,
475,1,
476,3,
477,3,
478,3,
479,3,
480,2,
481,1,
482,2,
483,2,
484,1,
485,2,
486,3,
487,2,
488,3,
489,4,
490,1,
491,4,
492,5,
493,3,
494,4,
495,2,
496,6,
497,3,
498,5,
499,6,
500,1,
501,1,
502,3,
503,2,
504,0,
505,2,
506,2,
507,4,
508,3,
509,1,
510,3,
511,4,
512,2,
513,1,
514,2,
515,2,
516,0,
517,3,
518,4,
519,3,
520,3,
521,1,
522,1,
523,0,
524,7,
525,3,
526,0,
527,2,
528,7,
529,3,
530,1,
531,2,
532,2,
533,6,
534,5,
535,2,
536,3,
537,4,
538,1,
539,1,
540,3,
541,3,
542,0,
543,1,
544,1,
545,7,
546,3,
547,1,
548,3,
549,2,
550,0,
551,4,
552,4,
553,4,
554,6,
555,2,
556,3,
557,4,
558,2,
559,2,
560,0,
561,4,
562,5,
563,3,
564,3,
565,4,
566,3,
567,1,
568,2,
569,4,
570,4,
571,3,
572,3,
573,4,
574,2,
575,4,
576,3,
577,3,
